TXNAME,SYMBOL
ENSMUST00000066652.6,Kidins220
ENSMUST00000221378.1,Kidins220
ENSMUST00000220459.1,Kidins220
ENSMUST00000222941.1,Kidins220
ENSMUST00000222013.1,Kidins220
ENSMUST00000221050.1,Kidins220
ENSMUST00000221423.1,Kidins220
ENSMUST00000220622.1,Kidins220
ENSMUST00000221622.1,Kidins220
ENSMUST00000222481.1,Kidins220
ENSMUST00000024171.13,Stk31
ENSMUST00000163954.7,Stk31
ENSMUST00000172459.7,Stk31
ENSMUST00000167846.1,Stk31
ENSMUST00000135228.7,E130218I03Rik
ENSMUST00000144222.7,E130218I03Rik
ENSMUST00000124452.7,E130218I03Rik
ENSMUST00000143448.7,E130218I03Rik
ENSMUST00000125921.7,E130218I03Rik
ENSMUST00000122952.7,E130218I03Rik
ENSMUST00000131447.1,E130218I03Rik
ENSMUST00000134320.1,E130218I03Rik
ENSMUST00000142363.7,Dnhd1
ENSMUST00000142874.8,Dnhd1
ENSMUST00000210312.1,Dnhd1
ENSMUST00000145988.8,Dnhd1
ENSMUST00000128388.1,Dnhd1
ENSMUST00000106776.3,Dnhd1
ENSMUST00000174462.7,Zfp266
ENSMUST00000068296.7,Zfp266
ENSMUST00000215908.1,Zfp266
ENSMUST00000213418.1,Zfp266
ENSMUST00000217488.1,Zfp266
ENSMUST00000213275.1,Zfp266
ENSMUST00000085558.10,Mtus2
ENSMUST00000129092.1,Mtus2
ENSMUST00000149336.7,Mtus2
ENSMUST00000128423.1,Mtus2
ENSMUST00000110515.8,Mtus2
ENSMUST00000071878.11,Mtus2
ENSMUST00000146425.1,Mtus2
ENSMUST00000110514.7,Mtus2
ENSMUST00000152105.7,Mtus2
ENSMUST00000085554.4,Mtus2
ENSMUST00000031851.4,Tmem213
ENSMUST00000183156.7,Anks1b
ENSMUST00000182936.7,Anks1b
ENSMUST00000182907.7,Anks1b
ENSMUST00000099368.10,Anks1b
ENSMUST00000183002.1,Anks1b
ENSMUST00000183012.1,Anks1b
ENSMUST00000183109.1,Anks1b
ENSMUST00000182356.7,Anks1b
ENSMUST00000182427.7,Anks1b
ENSMUST00000182053.7,Anks1b
ENSMUST00000182113.7,Anks1b
ENSMUST00000182786.7,Anks1b
ENSMUST00000182600.7,Anks1b
ENSMUST00000182284.7,Anks1b
ENSMUST00000182430.7,Anks1b
ENSMUST00000182960.7,Anks1b
ENSMUST00000182003.1,Anks1b
ENSMUST00000182045.1,Anks1b
ENSMUST00000182083.1,Anks1b
ENSMUST00000183136.7,Anks1b
ENSMUST00000182595.7,Anks1b
ENSMUST00000182550.7,Anks1b
ENSMUST00000099364.11,Anks1b
ENSMUST00000182192.7,Anks1b
ENSMUST00000183051.7,Anks1b
ENSMUST00000182202.7,Anks1b
ENSMUST00000182966.7,Anks1b
ENSMUST00000179694.8,Anks1b
ENSMUST00000179337.8,Anks1b
ENSMUST00000182632.7,Anks1b
ENSMUST00000183145.1,Anks1b
ENSMUST00000099366.10,Anks1b
ENSMUST00000183024.1,Anks1b
ENSMUST00000110582.3,Jrkl
ENSMUST00000188481.1,C030034I22Rik
ENSMUST00000097289.2,C030034I22Rik
ENSMUST00000218833.1,C330004P14Rik
ENSMUST00000192626.1,8030442B05Rik
ENSMUST00000041240.3,Shisa4
ENSMUST00000159918.1,Shisa4
ENSMUST00000159181.1,Shisa4
ENSMUST00000180811.1,9330179D12Rik
ENSMUST00000180569.1,9330179D12Rik
ENSMUST00000040603.13,Agl
ENSMUST00000162792.7,Agl
ENSMUST00000160484.5,Agl
ENSMUST00000161336.7,Agl
ENSMUST00000159742.7,Agl
ENSMUST00000159995.1,Agl
ENSMUST00000162040.1,Agl
ENSMUST00000159670.2,Agl
ENSMUST00000196846.1,9330198I05Rik
ENSMUST00000201852.3,Limch1
ENSMUST00000101164.10,Limch1
ENSMUST00000238785.1,Limch1
ENSMUST00000118242.7,Limch1
ENSMUST00000130228.1,Limch1
ENSMUST00000122812.4,Limch1
ENSMUST00000117601.7,Limch1
ENSMUST00000201322.3,Limch1
ENSMUST00000038188.13,Limch1
ENSMUST00000238993.1,Limch1
ENSMUST00000140428.7,Limch1
ENSMUST00000127184.7,Limch1
ENSMUST00000202048.1,Limch1
ENSMUST00000132991.4,Limch1
ENSMUST00000119854.7,Limch1
ENSMUST00000147050.7,Limch1
ENSMUST00000137394.1,Limch1
ENSMUST00000135334.2,Limch1
ENSMUST00000153174.1,Limch1
ENSMUST00000031388.12,Vps33a
ENSMUST00000200325.1,Vps33a
ENSMUST00000198900.1,Vps33a
ENSMUST00000197467.1,Vps33a
ENSMUST00000045054.10,Tcaf1
ENSMUST00000121083.7,Tcaf1
ENSMUST00000045140.4,Tcaf1
ENSMUST00000152100.1,Tcaf1
ENSMUST00000165486.7,Tcaf1
ENSMUST00000151021.7,Tcaf1
ENSMUST00000141794.1,Tcaf1
ENSMUST00000153952.1,Tcaf1
ENSMUST00000155774.1,Spns3
ENSMUST00000092940.12,Spns3
ENSMUST00000021154.6,Spns3
ENSMUST00000046521.13,Bcl9
ENSMUST00000166341.1,Bcl9
ENSMUST00000132266.1,Bcl9
ENSMUST00000141861.7,Bcl9
ENSMUST00000134695.7,Bcl9
ENSMUST00000135247.5,Bcl9
ENSMUST00000196586.1,Bcl9
ENSMUST00000127319.1,Bcl9
ENSMUST00000141558.1,Myh10
ENSMUST00000102611.9,Myh10
ENSMUST00000143032.1,Myh10
ENSMUST00000108673.7,Myh10
ENSMUST00000018887.14,Myh10
ENSMUST00000155765.1,Myh10
ENSMUST00000092984.5,Myh10
ENSMUST00000145408.1,Myh10
ENSMUST00000124006.1,Myh10
ENSMUST00000139059.1,Myh10
ENSMUST00000070587.3,5730596B20Rik
ENSMUST00000038608.13,Mboat7
ENSMUST00000127106.7,Mboat7
ENSMUST00000128364.7,Mboat7
ENSMUST00000133223.1,Mboat7
ENSMUST00000131688.7,Mboat7
ENSMUST00000206343.1,Mboat7
ENSMUST00000118710.2,Mboat7
ENSMUST00000206379.1,Mboat7
ENSMUST00000150785.1,Mboat7
ENSMUST00000150684.2,Mboat7
ENSMUST00000206448.1,Mboat7
ENSMUST00000106177.7,Notum
ENSMUST00000106178.8,Notum
ENSMUST00000055439.3,Notum
ENSMUST00000150458.1,Notum
ENSMUST00000077472.9,Chst15
ENSMUST00000080215.5,Chst15
ENSMUST00000132508.1,Chst15
ENSMUST00000065630.7,Ddx10
ENSMUST00000156589.8,Usp45
ENSMUST00000125262.1,Usp45
ENSMUST00000065111.14,Usp45
ENSMUST00000040429.11,Usp45
ENSMUST00000148304.7,Usp45
ENSMUST00000108232.8,Usp45
ENSMUST00000137293.7,Usp45
ENSMUST00000148647.2,Usp45
ENSMUST00000029548.8,Nup210l
ENSMUST00000200410.1,Nup210l
ENSMUST00000047399.5,Adgrf1
ENSMUST00000095143.8,Rbm12b2
ENSMUST00000063839.5,Rbm12b2
ENSMUST00000109737.8,H2az2
ENSMUST00000093346.5,H2az2
ENSMUST00000115336.9,Ccdc151
ENSMUST00000044926.5,Ccdc151
ENSMUST00000214420.1,Ccdc151
ENSMUST00000153110.7,Prss36
ENSMUST00000152697.2,Prss36
ENSMUST00000094026.9,Prss36
ENSMUST00000118755.7,Prss36
ENSMUST00000156152.2,Prss36
ENSMUST00000141385.6,Prss36
ENSMUST00000150591.7,Prss36
ENSMUST00000144192.1,Prss36
ENSMUST00000235606.1,Prelid2
ENSMUST00000070949.5,Prelid2
ENSMUST00000236542.1,Prelid2
ENSMUST00000112725.7,Apex2
ENSMUST00000112727.9,Apex2
ENSMUST00000112720.7,Apex2
ENSMUST00000152332.7,Apex2
ENSMUST00000112721.9,Apex2
ENSMUST00000026303.15,Apex2
ENSMUST00000138958.1,Apex2
ENSMUST00000140207.7,Apex2
ENSMUST00000112719.1,Apex2
ENSMUST00000006053.12,Smpd4
ENSMUST00000231311.1,Smpd4
ENSMUST00000232185.1,Smpd4
ENSMUST00000163476.9,Smpd4
ENSMUST00000231257.1,Smpd4
ENSMUST00000165363.9,Smpd4
ENSMUST00000231949.1,Smpd4
ENSMUST00000232578.1,Smpd4
ENSMUST00000232043.1,Smpd4
ENSMUST00000090159.12,Smpd4
ENSMUST00000232417.1,Smpd4
ENSMUST00000232116.1,Smpd4
ENSMUST00000231736.1,Smpd4
ENSMUST00000232468.1,Smpd4
ENSMUST00000232442.1,Smpd4
ENSMUST00000231887.1,Smpd4
ENSMUST00000232271.1,Smpd4
ENSMUST00000231722.1,Smpd4
ENSMUST00000231436.1,Smpd4
ENSMUST00000231627.1,Smpd4
ENSMUST00000231792.1,Smpd4
ENSMUST00000232021.1,Smpd4
ENSMUST00000232487.1,Smpd4
ENSMUST00000231378.1,Smpd4
ENSMUST00000232270.1,Smpd4
ENSMUST00000156187.7,Efcab6
ENSMUST00000144169.7,Efcab6
ENSMUST00000143592.7,Efcab6
ENSMUST00000130551.1,Efcab6
ENSMUST00000163773.1,Efcab6
ENSMUST00000149563.1,Efcab6
ENSMUST00000140633.1,Efcab6
ENSMUST00000122836.1,Efcab6
ENSMUST00000160953.7,Sphkap
ENSMUST00000159078.1,Sphkap
ENSMUST00000053075.14,Sphkap
ENSMUST00000160237.1,Sphkap
ENSMUST00000160567.1,Sphkap
ENSMUST00000210477.1,Prdm8
ENSMUST00000112959.3,Prdm8
ENSMUST00000181327.1,4930554H23Rik
ENSMUST00000030326.9,Pramel13
ENSMUST00000123854.1,Pramel13
ENSMUST00000192316.1,4930594C11Rik
ENSMUST00000151866.1,4930594C11Rik
ENSMUST00000030206.9,Snapc3
ENSMUST00000123262.7,Snapc3
ENSMUST00000071544.10,Snapc3
ENSMUST00000137512.7,Snapc3
ENSMUST00000124856.7,Snapc3
ENSMUST00000143533.7,Snapc3
ENSMUST00000159518.1,Snapc3
ENSMUST00000160742.1,Snapc3
ENSMUST00000130676.2,Snapc3
ENSMUST00000115249.9,C330007P06Rik
ENSMUST00000127966.7,C330007P06Rik
ENSMUST00000115248.9,C330007P06Rik
ENSMUST00000047486.5,C330007P06Rik
ENSMUST00000143544.7,C330007P06Rik
ENSMUST00000150873.1,C330007P06Rik
ENSMUST00000151688.1,Ptprtos
ENSMUST00000231701.1,Trat1
ENSMUST00000170861.2,Trat1
ENSMUST00000008830.9,Zfp955a
ENSMUST00000139455.1,9030204H09Rik
ENSMUST00000235070.1,9130209A04Rik
ENSMUST00000234865.1,9130209A04Rik
ENSMUST00000147041.9,Arhgef38
ENSMUST00000054105.3,Arhgef38
ENSMUST00000161022.8,Arhgef38
ENSMUST00000161932.1,Arhgef38
ENSMUST00000088463.1,Defb41
ENSMUST00000097817.3,Defb41
ENSMUST00000062113.7,Defb12
ENSMUST00000221314.1,5033406O09Rik
ENSMUST00000221669.1,5033406O09Rik
ENSMUST00000223453.1,5033406O09Rik
ENSMUST00000222845.1,5033406O09Rik
ENSMUST00000125091.1,9230102O04Rik
ENSMUST00000114915.2,9230102O04Rik
ENSMUST00000147147.7,Ehmt1
ENSMUST00000114418.9,Ehmt1
ENSMUST00000134775.2,Ehmt1
ENSMUST00000046227.11,Ehmt1
ENSMUST00000114432.8,Ehmt1
ENSMUST00000102938.9,Ehmt1
ENSMUST00000091348.10,Ehmt1
ENSMUST00000138805.7,Ehmt1
ENSMUST00000152636.3,Ehmt1
ENSMUST00000144672.1,Ehmt1
ENSMUST00000200655.4,Ehmt1
ENSMUST00000150836.7,Ehmt1
ENSMUST00000139000.3,Ehmt1
ENSMUST00000207383.1,Ehmt1
ENSMUST00000152325.7,Ehmt1
ENSMUST00000198923.4,Ehmt1
ENSMUST00000152161.7,Ehmt1
ENSMUST00000150379.1,Ehmt1
ENSMUST00000108526.5,Bsph2
ENSMUST00000202285.1,Bsph2
ENSMUST00000031560.13,Mmab
ENSMUST00000112245.5,Mmab
ENSMUST00000123256.2,Mmab
ENSMUST00000181142.1,9030616G12Rik
ENSMUST00000028312.12,Lcn12
ENSMUST00000114245.1,Lcn12
ENSMUST00000023978.2,Lcn9
ENSMUST00000028937.2,Cstdc2
ENSMUST00000149457.1,Cstdc2
ENSMUST00000035515.4,Abcb5
ENSMUST00000177311.7,Abcb5
ENSMUST00000100982.4,Abcb5
ENSMUST00000071328.6,Smim41
ENSMUST00000191426.1,Smim41
ENSMUST00000028852.12,Mrps5
ENSMUST00000134101.7,Mrps5
ENSMUST00000128535.7,Mrps5
ENSMUST00000146131.1,Mrps5
ENSMUST00000126491.1,Mrps5
ENSMUST00000145271.1,Mrps5
ENSMUST00000129066.1,Mrps5
ENSMUST00000106331.1,6030468B19Rik
ENSMUST00000014022.14,Rnf170
ENSMUST00000209300.1,Rnf170
ENSMUST00000124757.7,Rnf170
ENSMUST00000153528.7,Rnf170
ENSMUST00000209707.1,Rnf170
ENSMUST00000110575.7,Rnf170
ENSMUST00000131138.8,Rnf170
ENSMUST00000110579.9,Rnf170
ENSMUST00000140819.7,Rnf170
ENSMUST00000110573.1,Rnf170
ENSMUST00000124867.2,Rnf170
ENSMUST00000213098.1,Adamtsl1
ENSMUST00000130474.1,Adamtsl1
ENSMUST00000107178.8,Adamtsl1
ENSMUST00000048885.11,Adamtsl1
ENSMUST00000141889.7,Adamtsl1
ENSMUST00000120678.1,Adamtsl1
ENSMUST00000150043.1,Adamtsl1
ENSMUST00000126654.1,Adamtsl1
ENSMUST00000136320.1,Adamtsl1
ENSMUST00000136418.1,Adamtsl1
ENSMUST00000107177.1,Adamtsl1
ENSMUST00000181654.1,6720483E21Rik
ENSMUST00000226823.1,Bora
ENSMUST00000022656.7,Bora
ENSMUST00000227744.1,Bora
ENSMUST00000227128.1,Bora
ENSMUST00000187270.1,9930111H07Rik
ENSMUST00000219969.1,Gm9736
ENSMUST00000122965.7,Elp4
ENSMUST00000028588.3,Elp4
ENSMUST00000152272.1,Elp4
ENSMUST00000148441.1,Elp4
ENSMUST00000090940.5,Ermn
ENSMUST00000122912.7,Csrnp3
ENSMUST00000053910.9,Csrnp3
ENSMUST00000139896.1,Csrnp3
ENSMUST00000112397.2,Csrnp3
ENSMUST00000129133.1,Csrnp3
ENSMUST00000176109.7,Csrnp3
ENSMUST00000145598.8,Csrnp3
ENSMUST00000112394.1,Csrnp3
ENSMUST00000070820.6,Dcst1
ENSMUST00000139467.7,Dcst1
ENSMUST00000124766.1,Dcst1
ENSMUST00000128002.7,Dcst1
ENSMUST00000127766.1,Dcst1
ENSMUST00000218087.1,Ulbp1
ENSMUST00000177585.8,Ulbp1
ENSMUST00000169796.3,Ulbp1
ENSMUST00000218736.1,Ulbp1
ENSMUST00000218717.1,Ulbp1
ENSMUST00000236439.1,A930007I19Rik
ENSMUST00000181726.1,A930007I19Rik
ENSMUST00000180986.7,A930007I19Rik
ENSMUST00000180737.1,A930007I19Rik
ENSMUST00000060711.7,Epm2aip1
ENSMUST00000071452.11,Polq
ENSMUST00000183112.7,Polq
ENSMUST00000182946.7,Polq
ENSMUST00000054034.6,Polq
ENSMUST00000182163.1,Polq
ENSMUST00000182622.1,Polq
ENSMUST00000182717.1,Polq
ENSMUST00000091233.6,Adamtsl2
ENSMUST00000169787.7,Adamtsl2
ENSMUST00000143246.1,Adamtsl2
ENSMUST00000130600.1,Adamtsl2
ENSMUST00000139633.1,Adamtsl2
ENSMUST00000173620.1,A930009A15Rik
ENSMUST00000029164.8,Sla2
ENSMUST00000109561.3,Sla2
ENSMUST00000144828.1,4933406J10Rik
ENSMUST00000043061.4,Shisal2b
ENSMUST00000223913.1,Shisal2b
ENSMUST00000225969.1,Shisal2b
ENSMUST00000025142.12,Esco1
ENSMUST00000127099.8,Esco1
ENSMUST00000097670.9,Esco1
ENSMUST00000115864.7,Esco1
ENSMUST00000145320.1,Esco1
ENSMUST00000234347.1,Esco1
ENSMUST00000234090.1,Esco1
ENSMUST00000234550.1,Esco1
ENSMUST00000234151.1,Esco1
ENSMUST00000135360.1,A930019D19Rik
ENSMUST00000030360.10,Lrrc42
ENSMUST00000137837.1,Lrrc42
ENSMUST00000142657.1,Lrrc42
ENSMUST00000144176.1,Lrrc42
ENSMUST00000156771.1,Lrrc42
ENSMUST00000173900.1,A930015D03Rik
ENSMUST00000114571.7,Krba1
ENSMUST00000031815.11,Krba1
ENSMUST00000203371.2,Krba1
ENSMUST00000077093.6,Krba1
ENSMUST00000127980.1,Krba1
ENSMUST00000114572.8,Krba1
ENSMUST00000148697.5,Krba1
ENSMUST00000154536.3,Krba1
ENSMUST00000204554.1,Krba1
ENSMUST00000094441.10,Tchp
ENSMUST00000152999.7,Tchp
ENSMUST00000124242.4,Tchp
ENSMUST00000131679.4,Tchp
ENSMUST00000112199.2,Tchp
ENSMUST00000128625.1,Tchp
ENSMUST00000130882.7,A930031H19Rik
ENSMUST00000153810.1,A930031H19Rik
ENSMUST00000025719.4,Mlana
ENSMUST00000235954.1,Mlana
ENSMUST00000128473.1,B230112J18Rik
ENSMUST00000189616.1,Msl2
ENSMUST00000085177.4,Msl2
ENSMUST00000159260.1,D730045A05Rik
ENSMUST00000223845.1,9430065F17Rik
ENSMUST00000224521.1,9430065F17Rik
ENSMUST00000224664.1,9430065F17Rik
ENSMUST00000180908.8,9430065F17Rik
ENSMUST00000180824.2,9430065F17Rik
ENSMUST00000214910.1,Thyn1
ENSMUST00000213770.1,Thyn1
ENSMUST00000213683.1,Thyn1
ENSMUST00000039161.9,Thyn1
ENSMUST00000217143.1,Thyn1
ENSMUST00000215024.1,Thyn1
ENSMUST00000216361.1,Thyn1
ENSMUST00000018571.4,Ypel2
ENSMUST00000238921.1,Ypel2
ENSMUST00000144604.1,E130102H24Rik
ENSMUST00000234360.1,Cyp4f41-ps
ENSMUST00000234991.1,Cyp4f41-ps
ENSMUST00000234619.1,Cyp4f41-ps
ENSMUST00000234274.1,Cyp4f41-ps
ENSMUST00000234365.1,Cyp4f41-ps
ENSMUST00000057256.4,6030458C11Rik
ENSMUST00000228177.1,6030458C11Rik
ENSMUST00000227299.1,6030458C11Rik
ENSMUST00000227821.1,6030458C11Rik
ENSMUST00000228888.1,6030458C11Rik
ENSMUST00000221849.1,6030440G07Rik
ENSMUST00000050744.5,6030498E09Rik
ENSMUST00000168144.2,6030498E09Rik
ENSMUST00000024857.13,Lbh
ENSMUST00000148556.1,Lbh
ENSMUST00000205815.1,Ube2s
ENSMUST00000079496.8,Ube2s
ENSMUST00000205885.1,Ube2s
ENSMUST00000206669.1,Ube2s
ENSMUST00000066116.7,Fate1
ENSMUST00000114569.1,Fate1
ENSMUST00000137031.1,Fate1
ENSMUST00000105049.1,Krtap17-1
ENSMUST00000075284.3,Krtap19-3
ENSMUST00000146336.1,A330102I10Rik
ENSMUST00000130109.7,A330102I10Rik
ENSMUST00000140415.7,A330102I10Rik
ENSMUST00000145801.1,A330102I10Rik
ENSMUST00000113811.7,Yipf6
ENSMUST00000151353.7,Yipf6
ENSMUST00000124010.1,Yipf6
ENSMUST00000149082.7,Yipf6
ENSMUST00000054697.6,Yipf6
ENSMUST00000140479.1,Yipf6
ENSMUST00000097999.8,Fam53b
ENSMUST00000065371.13,Fam53b
ENSMUST00000097998.8,Fam53b
ENSMUST00000106169.7,Fam53b
ENSMUST00000106168.1,Fam53b
ENSMUST00000106166.7,Fam53b
ENSMUST00000106165.7,Fam53b
ENSMUST00000134946.2,Fam53b
ENSMUST00000140865.2,Fam53b
ENSMUST00000146460.1,Fam53b
ENSMUST00000148303.1,Fam53b
ENSMUST00000066163.2,A930004D18Rik
ENSMUST00000135980.1,A930004D18Rik
ENSMUST00000151857.1,A930004D18Rik
ENSMUST00000111603.9,Rpgrip1
ENSMUST00000180646.7,Rpgrip1
ENSMUST00000180484.7,Rpgrip1
ENSMUST00000181823.8,Rpgrip1
ENSMUST00000111600.10,Rpgrip1
ENSMUST00000181401.7,Rpgrip1
ENSMUST00000181673.2,Rpgrip1
ENSMUST00000180433.1,Rpgrip1
ENSMUST00000181709.1,Rpgrip1
ENSMUST00000181297.7,Rpgrip1
ENSMUST00000180901.7,Rpgrip1
ENSMUST00000180513.1,Rpgrip1
ENSMUST00000181627.7,Rpgrip1
ENSMUST00000180388.1,Rpgrip1
ENSMUST00000181017.7,Rpgrip1
ENSMUST00000181862.1,Rpgrip1
ENSMUST00000180500.7,Rpgrip1
ENSMUST00000181208.1,Rpgrip1
ENSMUST00000181736.1,Rpgrip1
ENSMUST00000114202.7,Cyp20a1
ENSMUST00000060608.12,Cyp20a1
ENSMUST00000148443.2,Cyp20a1
ENSMUST00000030306.13,Hook1
ENSMUST00000125627.7,Hook1
ENSMUST00000107083.1,Hook1
ENSMUST00000141448.7,Hook1
ENSMUST00000146947.7,Hook1
ENSMUST00000124202.7,Hook1
ENSMUST00000148291.1,Hook1
ENSMUST00000143326.7,Hook1
ENSMUST00000125584.1,Hook1
ENSMUST00000140128.1,Hook1
ENSMUST00000156910.1,Hook1
ENSMUST00000021548.11,Rdh12
ENSMUST00000122227.7,Rdh12
ENSMUST00000151980.1,Rdh12
ENSMUST00000140823.1,Rdh12
ENSMUST00000023686.14,Tmem50b
ENSMUST00000133180.7,Tmem50b
ENSMUST00000141885.1,Tmem50b
ENSMUST00000020220.14,Nuak1
ENSMUST00000129355.1,Nuak1
ENSMUST00000123791.7,Sbf1
ENSMUST00000144585.8,Sbf1
ENSMUST00000124576.7,Sbf1
ENSMUST00000175778.1,Sbf1
ENSMUST00000176277.1,Sbf1
ENSMUST00000177388.1,Sbf1
ENSMUST00000124398.1,Sbf1
ENSMUST00000150539.1,Sbf1
ENSMUST00000155146.1,Sbf1
ENSMUST00000124642.1,Sbf1
ENSMUST00000176028.1,Sbf1
ENSMUST00000147020.1,Sbf1
ENSMUST00000146637.1,Sbf1
ENSMUST00000181388.8,B230110C06Rik
ENSMUST00000181936.2,B230110C06Rik
ENSMUST00000190868.1,B230110G15Rik
ENSMUST00000154072.1,B230119M05Rik
ENSMUST00000035606.9,Ascc3
ENSMUST00000220355.1,Ascc3
ENSMUST00000219226.1,Ascc3
ENSMUST00000220178.1,Ascc3
ENSMUST00000217968.1,Ascc3
ENSMUST00000220026.1,Ascc3
ENSMUST00000219172.1,Ascc3
ENSMUST00000217725.1,Ascc3
ENSMUST00000183333.7,Mir99ahg
ENSMUST00000182656.7,Mir99ahg
ENSMUST00000182398.7,Mir99ahg
ENSMUST00000183099.7,Mir99ahg
ENSMUST00000182548.1,Mir99ahg
ENSMUST00000182601.7,Mir99ahg
ENSMUST00000170849.7,Mir99ahg
ENSMUST00000182748.7,Mir99ahg
ENSMUST00000182820.7,Mir99ahg
ENSMUST00000068704.11,Mir99ahg
ENSMUST00000183327.1,Mir99ahg
ENSMUST00000113068.8,Cutal
ENSMUST00000149250.1,Cutal
ENSMUST00000047447.12,Cutal
ENSMUST00000184164.7,Cutal
ENSMUST00000028228.5,Cutal
ENSMUST00000042993.6,Grifin
ENSMUST00000059138.5,Prr15
ENSMUST00000155504.1,4930505K14Rik
ENSMUST00000161988.1,Ccdc150
ENSMUST00000027128.10,Ccdc150
ENSMUST00000160472.7,Ccdc150
ENSMUST00000163072.7,Ccdc150
ENSMUST00000159682.1,Ccdc150
ENSMUST00000223609.1,4930519K11Rik
ENSMUST00000223837.1,4930519K11Rik
ENSMUST00000216952.1,4930540M03Rik
ENSMUST00000143559.1,4930547E08Rik
ENSMUST00000204264.1,4930528H21Rik
ENSMUST00000221034.1,Mccc2
ENSMUST00000222083.1,Mccc2
ENSMUST00000022148.6,Mccc2
ENSMUST00000223013.1,Mccc2
ENSMUST00000221344.1,Mccc2
ENSMUST00000221846.1,Mccc2
ENSMUST00000231354.1,4930548J01Rik
ENSMUST00000231319.1,4930548J01Rik
ENSMUST00000013235.5,Tmem190
ENSMUST00000218098.1,4930567K20Rik
ENSMUST00000220270.1,4930567K20Rik
ENSMUST00000219096.1,4930567K20Rik
ENSMUST00000024896.3,4930583I09Rik
ENSMUST00000232860.1,4930583I09Rik
ENSMUST00000234588.1,4930578E11Rik
ENSMUST00000234290.1,4930578E11Rik
ENSMUST00000140589.2,4930593C16Rik
ENSMUST00000214011.1,4930593C16Rik
ENSMUST00000121608.1,4930595D18Rik
ENSMUST00000144411.1,6430503K07Rik
ENSMUST00000211901.1,Cpt1c
ENSMUST00000212836.1,Cpt1c
ENSMUST00000063761.7,Cpt1c
ENSMUST00000212217.1,Cpt1c
ENSMUST00000212890.1,Cpt1c
ENSMUST00000211862.1,Cpt1c
ENSMUST00000212255.1,Cpt1c
ENSMUST00000234319.1,6720468P15Rik
ENSMUST00000234346.1,6720468P15Rik
ENSMUST00000234920.1,6720468P15Rik
ENSMUST00000234049.1,6720468P15Rik
ENSMUST00000235008.1,6720468P15Rik
ENSMUST00000234605.1,6720468P15Rik
ENSMUST00000038482.6,Lcn8
ENSMUST00000130669.1,Crisp4
ENSMUST00000026876.12,Crisp4
ENSMUST00000115340.7,Crisp4
ENSMUST00000115344.1,Crisp4
ENSMUST00000159309.1,9230117E06Rik
ENSMUST00000135444.1,4930555B12Rik
ENSMUST00000061328.5,Sowahb
ENSMUST00000144098.1,Samt1
ENSMUST00000212075.1,Msantd4
ENSMUST00000047173.9,Msantd4
ENSMUST00000230860.1,8430426J06Rik
ENSMUST00000229383.1,8430426J06Rik
ENSMUST00000229855.1,8430426J06Rik
ENSMUST00000230042.1,8430426J06Rik
ENSMUST00000126965.1,Grip1os1
ENSMUST00000135940.1,Grip1os1
ENSMUST00000198088.1,4930405L22Rik
ENSMUST00000205370.1,Particl
ENSMUST00000201886.1,4930428D20Rik
ENSMUST00000189240.1,4930452N14Rik
ENSMUST00000061695.4,4930451I11Rik
ENSMUST00000205907.1,4930451I11Rik
ENSMUST00000205320.1,4930451I11Rik
ENSMUST00000237596.1,4930449E18Rik
ENSMUST00000070216.8,Spata31
ENSMUST00000221202.1,Spata31
ENSMUST00000217919.1,4930525C09Rik
ENSMUST00000219383.1,4930525C09Rik
ENSMUST00000212226.1,Spag11a
ENSMUST00000212965.1,Spag11a
ENSMUST00000058955.4,Spag11a
ENSMUST00000060576.7,Lpar4
ENSMUST00000234981.1,8430430B14Rik
ENSMUST00000235072.1,8430430B14Rik
ENSMUST00000205699.1,4930441H08Rik
ENSMUST00000145972.7,4930440I19Rik
ENSMUST00000144728.1,4930440I19Rik
ENSMUST00000199751.1,4930459L07Rik
ENSMUST00000218077.1,4930486F22Rik
ENSMUST00000201983.1,4930487D11Rik
ENSMUST00000050129.5,Cox7b2
ENSMUST00000166038.1,4930471C04Rik
ENSMUST00000109896.7,Ninl
ENSMUST00000150036.1,Ninl
ENSMUST00000124135.2,Ninl
ENSMUST00000147293.1,Ninl
ENSMUST00000150595.1,Ninl
ENSMUST00000149268.7,Ninl
ENSMUST00000128564.7,Ninl
ENSMUST00000149979.1,Ninl
ENSMUST00000128627.1,Ninl
ENSMUST00000203034.1,4930511A08Rik
ENSMUST00000155178.1,4930522O17Rik
ENSMUST00000144719.8,Flicr
ENSMUST00000234896.1,Flicr
ENSMUST00000149124.1,Flicr
ENSMUST00000152815.1,4930528P14Rik
ENSMUST00000213343.1,4930546K05Rik
ENSMUST00000216586.1,4930546K05Rik
ENSMUST00000216643.1,4930546K05Rik
ENSMUST00000234621.1,4930527G23Rik
ENSMUST00000205110.1,4930557K07Rik
ENSMUST00000147649.7,Rbm46os
ENSMUST00000149223.7,Rbm46os
ENSMUST00000156457.7,Rbm46os
ENSMUST00000131274.1,Rbm46os
ENSMUST00000232455.1,4930578N18Rik
ENSMUST00000231285.1,4930578N18Rik
ENSMUST00000028340.3,Tmem210
ENSMUST00000144102.1,Tmem210
ENSMUST00000215337.1,4930568E12Rik
ENSMUST00000216694.1,4930568E12Rik
ENSMUST00000231541.1,4930567J20Rik
ENSMUST00000200494.1,4930596I21Rik
ENSMUST00000021380.9,Trappc6b
ENSMUST00000217660.1,Trappc6b
